Id,SalePrice
1461,99390.30469
1462,128975.2578
1463,154438.0781
1464,158586.375
1465,169887.7344
1466,152279.8281
1467,149551.7188
1468,144551.4375
1469,157985.1875
1470,93138.28125
1471,175361.1875
1472,78190.82031
1473,82648.66406
1474,134610.8906
1475,104654.6563
1476,291548.0625
1477,207700.1406
1478,242141.25
1479,204124.6406
1480,356987.7813
1481,250823.125
1482,183295.9844
1483,149993.2031
1484,142100.125
1485,147808.9219
1486,163357.6719
1487,250281.5313
1488,205556.9844
1489,166997.8438
1490,170415.2188
1491,159289.0156
1492,86618.40625
1493,168032.9375
1494,243180.9844
1495,245921.4063
1496,183658.8125
1497,145864.7969
1498,130038.5781
1499,129534.9141
1500,128853.1563
1501,141088.1406
1502,123296.9375
1503,225955.5781
1504,198880.3438
1505,186718.1719
1506,165704.6563
1507,199979.4531
1508,173777.625
1509,137895.3125
1510,126173.2734
1511,127810.1875
1512,151930.0781
1513,137519.8906
1514,152663.5938
1515,179122.7344
1516,151447.1719
1517,129961.1094
1518,130454.2656
1519,182383.6563
1520,116080.9844
1521,124874.5391
1522,152043.3125
1523,95919.28125
1524,95153.125
1525,97536.0625
1526,99072.42969
1527,89395.08594
1528,108349.5703
1529,122456.6875
1530,147233.9844
1531,110850.5078
1532,81200.09375
1533,122656.5547
1534,100687.4688
1535,134756.1406
1536,102732.8359
1537,90242.92188
1538,155963.7344
1539,177090.6563
1540,110343.2266
1541,124934.9609
1542,119610.5313
1543,171429.2344
1544,75761.89063
1545,87941.38281
1546,115712.0078
1547,108442.7188
1548,108451.4219
1549,86105.5625
1550,130691.1172
1551,107278.5078
1552,129281.9766
1553,119620.4453
1554,93338.32031
1555,148887.8906
1556,81831.07031
1557,106616.5625
1558,81651.13281
1559,89697.92188
1560,121683.4375
1561,131678.6719
1562,99521.66406
1563,93771.5625
1564,145435.5469
1565,128288.7188
1566,186714
1567,76685.82031
1568,185555.0625
1569,118685.1094
1570,106963.2656
1571,115381.875
1572,125909.7109
1573,198724.5313
1574,115351.4063
1575,171095.7969
1576,187999.5156
1577,164698.8594
1578,131360.2031
1579,109113.8438
1580,169351.0781
1581,107974.5
1582,102077.8594
1583,280697.4375
1584,193422.7656
1585,113405.4063
1586,58034.46875
1587,82631.50781
1588,124616.0938
1589,88812.77344
1590,112300.2578
1591,83933.13281
1592,115012.1563
1593,104710.1641
1594,119214.2578
1595,101986.5703
1596,173773
1597,150937.3281
1598,163309.2344
1599,153764.3438
1600,167768
1601,53136.67188
1602,93203.8125
1603,84180.17188
1604,211202.1563
1605,219474.7813
1606,152214.0625
1607,163472.4688
1608,180118
1609,161003.7031
1610,131088.2813
1611,129504.7891
1612,144312.1875
1613,149710.4375
1614,95722.21875
1615,68295.6875
1616,64949.40234
1617,73938.01563
1618,98544.40625
1619,102225.0078
1620,149040.2188
1621,117752.6328
1622,116853.9063
1623,222090.3125
1624,175716.375
1625,101653.4141
1626,151337.875
1627,159151.5625
1628,222853.6563
1629,153388.1875
1630,253571.1563
1631,189746.25
1632,200292.2969
1633,143763.1875
1634,156268.4219
1635,153050.875
1636,142647.7344
1637,156278.2813
1638,175074.7656
1639,170152.4844
1640,197927.6094
1641,164986.0156
1642,178702.8594
1643,198431.9531
1644,193297.1563
1645,164002.2656
1646,139102.6406
1647,151091.5
1648,120725.0703
1649,107556.8125
1650,100427.1875
1651,100572.2422
1652,80096.625
1653,78733.625
1654,138293.625
1655,129425.3203
1656,134611.7813
1657,139460.7656
1658,133333.8438
1659,108643.8125
1660,121397.4766
1661,362746.125
1662,285551.2813
1663,291549.6875
1664,286223.4688
1665,242422.5313
1666,251504.3125
1667,276692.2813
1668,253769.5
1669,237435.8438
1670,264793.5
1671,202355.5781
1672,362620.2813
1673,255475.9375
1674,216493.875
1675,157325.25
1676,155885.5156
1677,174961.4531
1678,320246.1563
1679,297670.375
1680,242125.625
1681,216088.0313
1682,243213.3906
1683,154949.8125
1684,146825.4375
1685,143863.2344
1686,146630
1687,141386.7813
1688,159144.4219
1689,158433.4063
1690,150934.5781
1691,144008.2031
1692,213609.4688
1693,140828.7656
1694,153491.7344
1695,145648.125
1696,218040.1875
1697,146166.8281
1698,288231.9375
1699,259252.875
1700,189165.9063
1701,218757.4688
1702,215431.6094
1703,216701.4063
1704,249852.9063
1705,194205.7969
1706,320079.25
1707,169405.8906
1708,172462.6719
1709,229445.7813
1710,194799.0469
1711,214448.3125
1712,191043.8281
1713,210710.125
1714,180583.6719
1715,164178.2656
1716,157424.2969
1717,142047.0469
1718,117480.375
1719,161289.2344
1720,204729.6406
1721,145797.3438
1722,111072.9609
1723,135835.5938
1724,175877.3906
1725,189374.6719
1726,153411.3594
1727,145979.9063
1728,153958.0313
1729,140375.2031
1730,147673.1563
1731,103704.8906
1732,104433.2891
1733,93308.95313
1734,108996.7266
1735,103074.5078
1736,97805.39063
1737,264450.9688
1738,175252.8281
1739,208321.2656
1740,163659.9219
1741,150562.1094
1742,141354.7656
1743,148339.4375
1744,227802
1745,173402.375
1746,192296.5938
1747,186716.4688
1748,191377.7188
1749,141760.625
1750,127768.4922
1751,174920.8281
1752,95941.79688
1753,140306.875
1754,180358.0156
1755,150465.6719
1756,104019.5703
1757,96483.61719
1758,141310.0625
1759,157650.2344
1760,142652.3594
1761,140048.5469
1762,148418.75
1763,149306.25
1764,92665.625
1765,157062.4375
1766,158385
1767,177195.7813
1768,116110.1094
1769,147215.5313
1770,118406.25
1771,119639.6641
1772,120034.8438
1773,116249.0625
1774,132227.3438
1775,110347.5625
1776,95452.60156
1777,84159.57031
1778,108236.4375
1779,97007.875
1780,145938.4844
1781,115511.2969
1782,80240.85156
1783,114702.9297
1784,78173.26563
1785,100938.2266
1786,146813.1875
1787,143426.1406
1788,51142.09375
1789,85266.46875
1790,70245.35938
1791,167403.6875
1792,126851
1793,123692.8594
1794,113833.9688
1795,114853.8359
1796,99243.69531
1797,107236.8516
1798,100237.1172
1799,86330.17188
1800,101593.8047
1801,111823.8359
1802,135101.0156
1803,139833.3125
1804,112175.5156
1805,113940.4609
1806,98106.05469
1807,137222.4531
1808,101905.5625
1809,106837.9609
1810,124745.3984
1811,98573.96094
1812,94239.5
1813,100068.9766
1814,81797.17188
1815,52429.86719
1816,79382.92969
1817,114678.9844
1818,133602.8594
1819,99541.9375
1820,61204.48828
1821,102788.9766
1822,137081.2969
1823,57148.01953
1824,115421.4141
1825,120955.9219
1826,82549.98438
1827,90114.57813
1828,119796.2422
1829,103433.4297
1830,138033.9375
1831,150585.7188
1832,114759.0859
1833,134750.9219
1834,104270.3359
1835,134667.0313
1836,121301.5547
1837,73150.45313
1838,107820.6484
1839,70210.89063
1840,133485.5156
1841,128470.5781
1842,81665.42188
1843,120109.3672
1844,114494.9219
1845,121446.2344
1846,137375.4375
1847,134784.125
1848,46484.46484
1849,97574.09375
1850,104443.9453
1851,129178.4453
1852,109401.8359
1853,110917.3516
1854,135301.4844
1855,125707.5938
1856,176904.9375
1857,135226.8438
1858,133000.3281
1859,117439.4219
1860,135154.6094
1861,117223.9453
1862,219929.2813
1863,216862.7031
1864,216862.7031
1865,249370.4844
1866,258114.4844
1867,205724.4531
1868,229343.0313
1869,166453.3125
1870,207299.0156
1871,206542.0156
1872,147284.2969
1873,184167.6406
1874,108795.2969
1875,178819.0469
1876,169694.5625
1877,178504.4531
1878,183887.5156
1879,102627.4375
1880,106241.0391
1881,185730.7031
1882,215500.3906
1883,162833
1884,169563.0313
1885,219956.625
1886,232188.625
1887,180790.625
1888,233471.1719
1889,142796.1406
1890,109190.6328
1891,113939.5703
1892,88880.36719
1893,115039.4609
1894,136754.25
1895,132994.8281
1896,103107.1797
1897,100852.3594
1898,95099.88281
1899,123106.5938
1900,111826.5547
1901,131756.3594
1902,114212.5156
1903,166727.0625
1904,110666.9688
1905,165289.375
1906,138047.6563
1907,163554.7813
1908,100901.5859
1909,117318.7422
1910,113125.8125
1911,167726.1719
1912,210612.9688
1913,141037.0781
1914,66895.89063
1915,213882.5625
1916,64121.10547
1917,219959.0781
1918,106198.9453
1919,136739.1094
1920,155220.375
1921,311783.125
1922,239206.5156
1923,171991.4688
1924,179637
1925,181446.1094
1926,301113.9375
1927,106125.3203
1928,148684.8125
1929,95662.57031
1930,104124.9141
1931,119936.3828
1932,119955.8906
1933,144240.1719
1934,159158.1563
1935,150630.375
1936,154537.5
1937,156735.0625
1938,149879.8438
1939,202878.4063
1940,169242.9375
1941,154636.6719
1942,158561.8906
1943,174181.4688
1944,243793.2656
1945,284981.75
1946,142199.7344
1947,244401.3594
1948,161770.1719
1949,199386.375
1950,152421.9531
1951,204215.6563
1952,185171.2656
1953,147128.3594
1954,174187.7813
1955,110267.0703
1956,226877.5781
1957,149737.0625
1958,255392.5313
1959,131411.5625
1960,91732.85156
1961,98958.125
1962,80469.0625
1963,83522.21875
1964,100180.3047
1965,130320.1953
1966,126935.2266
1967,226697.7344
1968,290450.4688
1969,303027.5
1970,325284.0938
1971,338387.1563
1972,281937.9375
1973,218628.2031
1974,245212.4531
1975,277961.2188
1976,234932.0938
1977,285031.6875
1978,275278.0625
1979,248465.4531
1980,168583.125
1981,251965.625
1982,203926.6719
1983,185259.1406
1984,142067.1094
1985,175081.8125
1986,179087.75
1987,147014.1875
1988,149574.0469
1989,157343.5313
1990,178884.2813
1991,178427.5625
1992,170120.2969
1993,146572.7813
1994,187550.9531
1995,160966.125
1996,210510.6094
1997,255526.0313
